sequence id, heavy chain V region, heavy chain J region, Canonical H1, Canonical H2, Canonical H3, PI, frequent positional motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1658,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1659,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_1660,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_4.8125-5.25,Motif_10_YYG,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,,,,
r1_1661,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
r1_1662,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
r1_1663,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_8_GY,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1664,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,,,,
r1_1665,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_10_YYG,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_10_YY,Motif_6_SSG,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,Motif_6_SS,,,,,,,,,,,
r1_1666,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_1667,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_4_YD,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,
r1_1668,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_2_GS,Motif_7_SG,Motif_9_FD,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,
r1_1669,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_1670,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_1671,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_0,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,
r1_1672,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.8125-5.25,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,
r1_1673,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_2_GG,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1674,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,
r1_1675,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_1676,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_10_YY,Motif_5_DS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,,,,
r1_1677,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.8125-5.25,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
r1_1678,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_0,Canonical_H3_3,PI_3.9375-4.375,Motif_10_YYG,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_10_YY,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,,,,,
r1_1679,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1680,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_10_YYG,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,,,
r1_1681,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_5_DS,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,
r1_1682,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1683,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_1684,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_1685,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_GS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,
r1_1686,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_3_SS,Motif_4_SS,Motif_8_GY,Motif_6_SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1687,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_2_GG,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1688,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_3.5-3.9375,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,
r1_1689,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1690,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,
r1_1691,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_1692,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_1693,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_0,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,
r1_1694,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,
r1_1695,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_2_YG,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1696,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_5_DS,Motif_9_FD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1697,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_2_GG,Motif_2_YG,Motif_8_GY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1698,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_4_YD,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_4_SG,Motif_6_SS,,,,,,,,,,,,,,,,,,,,
r1_1699,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,,
r1_1700,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_5_DS,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1701,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,,
r1_1702,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,
r1_1703,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.8125-5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1704,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_2_GG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1705,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_2_GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1706,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1707,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_1708,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,,,,,
r1_1709,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,,
r1_1710,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_9_FD,Motif_8_GY,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,
r1_1711,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_0,Canonical_H3_3,PI_3.5-3.9375,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,,,,,
r1_1712,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,
r1_1713,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_9_FD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1714,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_4_YDS,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_YYD,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_10_YY,Motif_4_YD,Motif_6_SSG,Motif_7_SG,Motif_5_DS,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,Motif_6_SS,,,,,,,,,,
r1_1715,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_2_GG,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1716,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,,
r1_1717,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
r1_1718,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1719,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,
r1_1720,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1721,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.25-5.6875,Motif_4_YD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1722,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_1723,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,,,,
r1_1724,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,
r1_1725,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.25-5.6875,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,,,,,
r1_1726,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_10_YYG,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,,,,
r1_1727,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_3.5-3.9375,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,,,,,
r1_1728,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
